SessionId,Timestamps,ItemId
779,975436181,2546
779,975435695,2706
779,975436230,3510
779,975435765,2710
779,975436212,2712
779,975436249,2716
779,975435695,2572
779,975436249,2719
779,975436181,2722
779,975435932,2581
779,975435955,24
779,975436327,2906
779,975435906,2761
779,975435765,2770
779,975436249,3578
779,975435866,2959
779,975435977,2961
779,975435824,2038
779,975436196,1093
782,975432325,3793
782,975432376,3002
782,975432202,2291
782,975432325,3241
782,975432325,3289
782,975432376,3481
782,975432477,648
782,975432325,3159
782,975432429,3300
782,975432477,3173
782,975432513,3354
782,975432376,3510
782,975432477,3513
782,975432202,306
782,975432429,3555
782,975432376,3578
782,975432429,3745
782,975432325,3751
782,975432325,3753
782,975432429,3755
782,975432202,1214
782,975432202,2023
782,975432202,3911
784,975430595,2987
784,975430297,788
784,975431260,1617
784,975430335,2605
784,975430569,2485
784,975430454,223
784,975430918,260
784,975430407,2827
784,975430407,2683
784,975430945,2692
784,975430709,3825
784,975430474,2888
784,975430314,1193
784,975431290,2329
784,975430407,2188
784,975430297,1721
784,975430335,110
784,975430586,2702
784,975430407,2706
784,975430432,2710
784,975430474,2718
784,975430407,2572
784,975430543,2581
784,975430846,318
784,975430517,2761
784,975431347,2918
784,975430335,507
784,975430667,3753
784,975430490,2959
784,975430432,2979
786,975429317,589
786,975429317,750
786,975429107,2087
786,975429568,2094
786,975429292,924
786,975429453,780
786,975429433,1676
786,975428980,2628
786,975429504,1690
786,975429433,2640
786,975428980,2642
786,975429133,3466
786,975429107,3479
786,975429107,260
786,975429524,3638
786,975428980,295
786,975429481,442
786,975429107,2872
786,975429433,610
786,975429133,2100
786,975429167,2105
786,975429481,2117
786,975429167,653
786,975429248,3877
786,975429292,1196
786,975429568,674
786,975429391,1356
786,975429481,2311
786,975429107,2174
786,975429453,1372
786,975429373,1374
786,975429391,1376
786,975429433,1527
786,975429588,1391
786,975429234,1702
786,975429453,2528
786,975429410,1580
786,975429391,1748
786,975429373,1909
786,975429292,2571
786,975429524,316
786,975429480,329
786,975429192,1009
786,975429133,1019
786,975429504,3701
786,975429373,3702
786,975429317,3703
786,975429339,32
786,975428956,356
786,975429339,2916
786,975429619,1037
786,975429132,367
786,975428934,368
786,975429588,379
786,975429107,2797
786,975429481,2011
786,975428956,1210
786,975429167,2015
786,975429373,1215
786,975429292,541
786,975429167,2021
786,975429339,2968
786,975429292,1240
790,975428669,3793
790,975428900,589
790,975428605,1270
790,975428900,741
790,975428720,3409
790,975428841,260
790,975428696,3624
790,975428720,648
790,975428841,1196
790,975428605,2160
790,975428720,3300
790,975428605,2382
790,975428744,3190
790,975428744,3354
790,975428744,3513
790,975428900,2571
790,975428605,356
790,975428605,500
790,975428900,1210
790,975428669,3753
790,975428841,1214
790,975428841,541
790,975428900,1240
792,975422529,1249
792,975422529,3793
792,975423095,2997
792,975422561,589
792,975423213,3005
792,975422894,3948
792,975423751,1270
792,975423700,1274
792,975423700,750
792,975423817,3070
792,975423463,3081
792,975422620,2455
792,975423775,1653
792,975423570,2600
792,975422620,1673
792,975423233,223
792,975422662,2657
792,975423444,2670
792,975423475,2672
792,975423700,260
792,975422597,3624
792,975422561,3481
792,975423080,2826
792,975423095,2683
792,975423444,2692
792,975423213,2694
792,975423095,2699
792,975422492,2858
792,975422792,611
792,975422424,1173
792,975423723,1175
792,975423002,648
792,975422394,1193
792,975422424,1196
792,975422367,1197
792,975423700,1199
792,975423802,2140
792,975422872,3886
792,975422860,3893
792,975422860,3897
792,975423278,3113
792,975423342,2318
792,975423802,1374
792,975423002,3300
792,975422350,2502
792,975422620,1580
792,975422561,110
792,975423444,2395
792,975423463,2700
792,975423080,2706
792,975422680,3510
792,975423723,2571
792,975423775,1921
792,975423802,3527
792,975423342,2580
792,975423278,2599
792,975422394,330
792,975423260,2759
792,975423700,29
792,975423802,3700
792,975423775,3702
792,975423463,2762
792,975422577,1965
792,975423751,32
792,975423802,2916
792,975423213,2770
792,975422765,1970
792,975422977,3578
792,975422648,524
792,975423751,1200
792,975423723,1206
792,975422703,70
792,975422529,3751
792,975423774,1210
792,975422680,3753
792,975423700,1214
792,975423774,1215
792,975423301,2959
792,975423700,541
792,975423751,1077
792,975423775,2968
792,975422597,551
792,975422703,3917
792,975422723,3918
792,975423259,1093
792,975423723,1240
792,975422577,3786
794,975417035,2997
794,975416855,2064
794,975417071,1265
794,975416902,3039
794,975416876,2243
794,975416571,912
794,975416764,3072
794,975417035,2289
794,975416932,3422
794,975416932,3448
794,975417035,232
794,975417047,2836
794,975417001,2858
794,975416571,3678
794,975416764,3685
794,975416792,1307
794,975416730,1172
794,975416543,3868
794,975416792,1197
794,975416932,2145
794,975416932,2301
794,975417071,2321
794,975417071,1537
794,975416792,1394
794,975416902,1395
794,975416855,3308
794,975417115,3317
794,975416932,2518
794,975416764,3361
794,975416824,2716
794,975416764,3521
794,975416764,3526
794,975417001,2599
794,975416824,1958
794,975416824,2915
794,975416792,2918
794,975416824,2797
794,975416571,539
794,975416824,1220
794,975416543,1221
794,975416824,1081
794,975416715,2973
794,975416764,1238
797,975413921,587
797,975414096,3
797,975413604,7
797,975413859,2065
797,975413468,1265
797,975413940,1286
797,975413156,902
797,975413404,1296
797,975413449,2243
797,975413998,1441
797,975413604,3046
797,975413468,911
797,975413376,912
797,975413468,2248
797,975413509,915
797,975413425,920
797,975413782,2406
797,975413823,2262
797,975414356,933
797,975414187,937
797,975413156,943
797,975413859,2424
797,975413449,2291
797,975413859,3094
797,975414062,2297
797,975414339,969
797,975413906,3244
797,975413238,3255
797,975413940,2469
797,975414021,3414
797,975413647,1674
797,975414136,207
797,975413747,2629
797,975413887,1835
797,975414187,2497
797,975413668,2671
797,975413604,265
797,975413859,270
797,975413801,1888
797,975413801,1101
797,975414041,294
797,975414079,2875
797,975414062,461
797,975413356,468
797,975413747,3684
797,975413627,3685
797,975413627,2100
797,975413647,1307
797,975413688,1183
797,975413688,1339
797,975413238,1198
797,975414109,2154
797,975414136,1353
797,975413490,838
797,975413998,2316
797,975413823,1380
797,975413823,1393
797,975413403,898
797,975413801,1721
797,975413404,2396
797,975413747,3501
797,975413238,3360
797,975413156,171
797,975414021,182
797,975413404,1947
797,975413425,17
797,975413955,1959
797,975414339,28
797,975413211,3714
797,975413525,2919
797,975413668,509
797,975414096,46
797,975413887,377
797,975413976,380
797,975413688,68
797,975413823,2006
797,975413782,539
797,975413668,1210
797,975413490,1226
797,975414021,1088
797,975413449,1230
797,975413490,1094
797,975413404,1247
799,975403164,3793
799,975403287,3287
799,975402910,1689
799,975403211,3624
799,975403423,3626
799,975403163,3481
799,975403397,3484
799,975403002,474
799,975403346,648
799,975402910,1198
799,975403002,2162
799,975403002,832
799,975403346,3124
799,975403287,3300
799,975403163,3160
799,975403346,3173
799,975403397,3325
799,975403397,3190
799,975403346,3354
799,975403287,3509
799,975403211,3512
799,975403346,3513
799,975403287,3515
799,975403287,3534
799,975403346,3535
799,975403397,3540
799,975403164,3555
799,975403002,343
799,975402910,29
799,975403397,3562
799,975403397,3565
799,975403346,3566
799,975403164,3578
799,975403002,521
799,975403287,3745
799,975403164,3751
799,975403164,3753
799,975403287,3755
799,975403002,1221
799,975403164,3786
803,975395877,3793
803,975395930,1259
803,975395774,589
803,975395848,1408
803,975395877,733
803,975396110,590
803,975395848,592
803,975395557,1270
803,975395848,1275
803,975395740,1291
803,975395517,1294
803,975395930,919
803,975395585,3208
803,975395517,2406
803,975395740,1610
803,975396138,2617
803,975396138,2628
803,975395701,260
803,975395848,1127
803,975395774,457
803,975395798,610
803,975396002,480
803,975396110,2105
803,975396110,2115
803,975396110,2116
803,975396138,648
803,975396335,653
803,975395701,1196
803,975395701,1198
803,975396079,2161
803,975396079,2167
803,975396275,2174
803,975395739,858
803,975395517,2380
803,975396055,1580
803,975395798,110
803,975395701,2571
803,975395848,3703
803,975395951,2916
803,975395740,1036
803,975395774,3578
803,975396297,367
803,975395585,1985
803,975395877,377
803,975395774,2000
803,975395774,1200
803,975396055,2006
803,975395701,1210
803,975395798,1214
803,975396002,1215
803,975395774,1240
803,975396026,2046
804,975396017,592
804,975395939,2076
804,975397222,750
804,975395246,912
804,975395246,914
804,975397283,923
804,975397144,3064
804,975399669,3429
804,975399669,2804
804,975399845,3481
804,975395668,2693
804,975395295,443
804,975399708,608
804,975399708,1148
804,975395908,2891
804,975397069,648
804,975399619,3897
804,975396017,1377
804,975398717,1394
804,975396936,3160
804,975396017,1562
804,975395609,2528
804,975395385,2395
804,975399769,2396
804,975396017,153
804,975397024,2712
804,975397088,2599
804,975397170,29
804,975395875,2762
804,975395193,1961
804,975395295,1968
804,975399740,527
804,975399619,3742
804,975395295,535
804,975399845,3751
804,975399642,1213
804,975399769,541
804,975399708,1221
804,975399845,3911
804,975399708,1230
804,975395295,2036
804,975399769,1244
804,975395761,1245
804,975395533,1247
805,975396832,587
805,975395342,3004
805,975396698,7
805,975396185,1408
805,975396383,1265
805,975396652,597
805,975396365,2080
805,975395061,2240
805,975396652,2243
805,975396761,2244
805,975396405,2248
805,975396314,916
805,975396592,1457
805,975395519,3203
805,975396616,3206
805,975396563,2406
805,975396913,2262
805,975396185,3225
805,975396652,2424
805,975395605,3238
805,975395605,2605
805,975395605,3408
805,975396913,3269
805,975395342,3285
805,975395988,2485
805,975395662,3453
805,975396761,252
805,975396720,2671
805,975395742,3623
805,975397000,2822
805,975395629,2688
805,975396975,1888
805,975395474,2694
805,975396933,1894
805,975396314,1895
805,975395342,2699
805,975396677,1101
805,975396677,440
805,975395270,1127
805,975396677,605
805,975395545,2881
805,975395545,2888
805,975396482,2100
805,975396339,1307
805,975396563,2145
805,975396720,2146
805,975396028,3114
805,975396482,1393
805,975396652,1569
805,975396652,1721
805,975396592,1722
805,975395061,3197
805,975396652,1593
805,975395519,2546
805,975397000,140
805,975395648,2716
805,975395270,2572
805,975396957,3524
805,975395988,2724
805,975395270,3534
805,975395605,2599
805,975396652,11
805,975396761,339
805,975395128,356
805,975396698,357
805,975395106,46
805,975396445,377
805,975396146,3743
805,975396528,539
805,975395106,1210
805,975396956,550
805,975395474,2975
805,975396616,2978
806,975432909,1248
806,975432909,1249
806,975432981,3932
806,975432981,3936
806,975432909,1250
806,975432770,1254
806,975394286,1256
806,975432981,1259
806,975395222,2064
806,975432718,1262
806,975394158,1265
806,975394209,3022
806,975394341,1281
806,975432981,1282
806,975432909,1284
806,975394341,1288
806,975394158,905
806,975432909,908
806,975394397,909
806,975394158,910
806,975432718,919
806,975394286,936
806,975432718,940
806,975394341,947
806,975394341,951
806,975394341,955
806,975432718,969
806,975393991,1665
806,975393991,1678
806,975394822,246
806,975432718,260
806,975432981,3481
806,975394209,3629
806,975395222,2689
806,975395222,2693
806,975395222,3653
806,975394341,2858
806,975394822,2859
806,975394822,602
806,975432770,2899
806,975432770,1303
806,975394766,1189
806,975395142,1192
806,975432770,1196
806,975432770,1198
806,975394397,2300
806,975432770,3104
806,975395142,1361
806,975432718,2366
806,975394209,898
806,975393991,110
806,975395222,3188
806,975394822,162
806,975432770,1931
806,975394209,2935
806,975393991,2936
806,975394209,2937
806,975432981,2940
806,975432718,1204
806,975394822,549
806,975432981,2966
806,975395006,556
806,975394341,1230
806,975432770,2970
806,975394209,3929
806,975393991,2049
807,975393639,3793
807,975393600,1259
807,975394109,588
807,975394109,595
807,975393381,1270
807,975394056,741
807,975394214,2092
807,975394214,3054
807,975394148,3213
807,975393381,3409
807,975394109,1688
807,975393515,1854
807,975394148,2810
807,975394109,2687
807,975393571,2858
807,975393733,480
807,975393950,487
807,975393515,489
807,975393757,648
807,975394184,2142
807,975393795,1544
807,975394148,1566
807,975394109,1907
807,975394214,2566
807,975393461,2716
807,975394045,13
807,975393950,3565
807,975394109,364
807,975393833,3594
807,975393662,524
807,975393702,3745
807,975394184,1064
807,975393600,3753
809,975395138,1249
809,975393372,3793
809,975394496,1257
809,975394141,3799
809,975393321,1259
809,975395753,588
809,975393321,589
809,975395592,1
809,975393880,3
809,975393127,3948
809,975395577,1265
809,975394727,592
809,975395382,1270
809,975393353,1282
809,975394550,1297
809,975395503,1456
809,975395866,1457
809,975395889,1485
809,975393353,2291
809,975395490,1640
809,975395653,1641
809,975395679,3253
809,975395753,3255
809,975395210,2455
809,975393902,2456
809,975395889,3261
809,975395866,2606
809,975393321,1673
809,975395907,216
809,975395638,2491
809,975395062,2496
809,975393758,3450
809,975393825,3457
809,975393825,2657
809,975393022,253
809,975395807,3614
809,975393512,266
809,975395702,1883
809,975393039,291
809,975393288,2858
809,975394699,440
809,975395733,3809
809,975394141,3820
809,975395702,471
809,975395559,472
809,975393453,480
809,975395753,2108
809,975393757,648
809,975393158,3865
809,975393880,2135
809,975393058,1196
809,975394584,2167
809,975395733,1517
809,975394727,1377
809,975393058,3120
809,975393902,1544
809,975393022,2354
809,975394757,2502
809,975394727,1562
809,975395889,1711
809,975393825,3173
809,975395733,3175
809,975393372,1580
809,975393353,110
809,975393880,2399
809,975394091,3354
809,975395778,141
809,975395778,2700
809,975395733,2706
809,975395866,2567
809,975394727,153
809,975394435,2710
809,975394614,2571
809,975395806,1777
809,975395638,1923
809,975395778,11
809,975395679,21
809,975393022,356
809,975395679,39
809,975394465,2918
809,975395866,500
809,975395251,1035
809,975395612,367
809,975395679,1042
809,975395889,372
809,975393387,2791
809,975393880,2792
809,975393825,524
809,975393353,2948
809,975395382,2011
809,975395138,3751
809,975395382,2012
809,975395753,543
809,975395733,708
811,975393935,1249
811,975393935,1254
811,975394060,2997
811,975394162,1259
811,975393857,1262
811,975734965,593
811,975735043,1411
811,975393857,1276
811,975393633,750
811,975393996,1294
811,975393160,1296
811,975393731,1299
811,975393731,910
811,975394060,912
811,975393160,2248
811,975393808,913
811,975394086,916
811,975393782,924
811,975734995,1617
811,975393782,950
811,975393808,3095
811,975393160,1663
811,975393688,246
811,975393884,260
811,975393358,3623
811,975393782,2692
811,975393884,2858
811,975735043,608
811,975393572,1300
811,975393857,1303
811,975393857,1196
811,975394086,1198
811,975734891,3897
811,975393935,2324
811,975735043,1537
811,975735043,1704
811,975393633,111
811,975393731,3196
811,975394185,2396
811,975393935,3504
811,975393434,3360
811,975393857,3362
811,975735062,2571
811,975393572,318
811,975393531,2744
811,975394060,1945
811,975394060,1946
811,975393935,1952
811,975393996,2762
811,975392967,1961
811,975393308,3578
811,975734995,527
811,975393572,3741
811,975393572,1204
811,975394111,1206
811,975393688,1207
811,975393782,1213
811,975392967,1214
811,975393633,541
811,975393731,1221
811,975393996,1224
811,975394060,2028
811,975393857,1228
811,975393160,1230
811,975393935,1247
812,975396051,2987
812,975394472,2997
812,975394472,3004
812,975394559,3005
812,975395670,3008
812,975395670,785
812,975395825,3219
812,975395974,3081
812,975395011,2428
812,975394666,2433
812,975395011,2605
812,975395011,3408
812,975394040,3409
812,975395919,3273
812,975395824,2490
812,975394666,223
812,975394559,3298
812,975393820,3457
812,975396015,2806
812,975395825,2669
812,975395919,2670
812,975396015,2672
812,975395548,2676
812,975393983,3624
812,975394050,3481
812,975394472,2827
812,975394194,3484
812,975394472,2683
812,975395218,2688
812,975393863,419
812,975394559,2694
812,975394472,2699
812,975395974,2841
812,975395548,2856
812,975394384,1127
812,975396144,3827
812,975396185,3889
812,975396015,3114
812,975395919,1513
812,975395011,2336
812,975395974,3157
812,975394666,2355
812,975395783,2502
812,975395671,3160
812,975394780,2369
812,975394132,3173
812,975396015,3176
812,975395743,2526
812,975395548,2392
812,975395919,2395
812,975394780,2546
812,975394132,3354
812,975395974,2700
812,975396051,2701
812,975394384,2706
812,975394472,2707
812,975395743,2568
812,975393779,157
812,975395218,3510
812,975394559,2710
812,975394040,3513
812,975395011,2712
812,975395670,2713
812,975394907,1911
812,975394384,2572
812,975395824,2574
812,975395548,2720
812,975394780,2722
812,975395919,2724
812,975395783,2581
812,975394132,3534
812,975395871,2598
812,975394040,3555
812,975395871,24
812,975395783,2900
812,975395871,2906
812,975396185,3563
812,975395218,3564
812,975394666,2908
812,975395974,2762
812,975396015,2763
812,975393820,356
812,975395364,3717
812,975395364,3578
812,975393820,3740
812,975395743,3752
812,975395825,3753
812,975396144,3755
812,975395218,2959
812,975396051,86
812,975394559,2975
812,975394666,2976
813,975393171,725
813,975393229,587
813,975392993,588
813,975392914,1
813,975392942,1265
813,975392773,593
813,975393144,597
813,975393047,1414
813,975393349,788
813,975392773,2263
813,975393391,1614
813,975393391,1476
813,975393261,1485
813,975393261,2296
813,975392993,3253
813,975393092,3255
813,975393309,3263
813,975392942,1827
813,975392962,223
813,975392773,255
813,975393309,2671
813,975393284,2836
813,975393410,1895
813,975393171,2699
813,975393820,2858
813,975392773,442
813,975393309,450
813,975393074,2108
813,975393374,1171
813,975393374,2155
813,975393510,3897
813,975392773,680
813,975392962,3108
813,975392856,3114
813,975393718,1517
813,975393030,2321
813,975392856,2324
813,975392773,1382
813,975393012,852
813,975393802,3148
813,975393261,1569
813,975393261,1713
813,975393736,3174
813,975393074,3175
813,975393119,1580
813,975393374,1588
813,975392993,2395
813,975392914,2396
813,975393209,3358
813,975393374,144
813,975392914,2700
813,975393144,2706
813,975393012,1784
813,975393229,317
813,975393410,180
813,975393119,11
813,975393284,344
813,975393188,1020
813,975393844,356
813,975392914,34
813,975392962,357
813,975393261,500
813,975393119,367
813,975393074,1060
813,975393209,539
813,975392914,551
813,975393047,562
814,975392853,2987
814,975392773,1259
814,975392934,733
814,975392790,590
814,975392680,1413
814,975392853,1275
814,975392790,1291
814,975392966,912
814,975392773,919
814,975392896,2406
814,975392773,969
814,975392896,2628
814,975392833,3285
814,975392754,260
814,975392809,1127
814,975392809,480
814,975392833,2115
814,975392754,1197
814,975392716,3897
814,975392853,1356
814,975392809,1359
814,975392916,2161
814,975392896,2193
814,975392934,1566
814,975392874,3175
814,975392874,1580
814,975392979,2396
814,975392790,1967
814,975392622,1968
814,975392833,2916
814,975392934,3745
814,975392773,1210
814,975392609,3753
814,975392833,1073
814,975392609,551
814,975392680,1089
815,975393209,2987
815,975392778,2997
815,975392963,785
815,975392610,3261
815,975392883,2605
815,975392814,223
815,975392610,3480
815,975392778,2683
815,975392800,2694
815,975392756,2858
815,975392610,1198
815,975393189,3114
815,975393131,1513
815,975393053,2502
815,975392836,2541
815,975392778,2555
815,975393162,2700
815,975393209,2701
815,975392756,2706
815,975392800,2710
815,975392883,2712
815,975392853,1911
815,975392914,2716
815,975392932,2580
815,975393053,2581
815,975393053,1959
815,975392610,1969
815,975392610,1994
815,975392899,2959
819,975384259,3793
819,975384352,589
819,975384402,6
819,975384911,1266
819,975384402,733
819,975384840,593
819,975384071,1270
819,975384609,780
819,975384678,786
819,975384370,1610
819,975384587,1616
819,975384471,2273
819,975384535,2617
819,975384699,1676
819,975384567,2628
819,975384723,1687
819,975384499,2490
819,975384535,1876
819,975384259,3623
819,975384175,3624
819,975384567,288
819,975384723,434
819,975384840,296
819,975384858,2858
819,975384609,442
819,975384370,457
819,975384587,2880
819,975384678,2881
819,975384787,1147
819,975384446,480
819,975384535,494
819,975384609,648
819,975384071,2153
819,975384499,3107
819,975384535,2167
819,975384402,2353
819,975384567,1552
819,975384499,1573
819,975384402,1722
819,975384427,1580
819,975384535,1597
819,975384293,3354
819,975384054,2712
819,975384370,1912
819,975384352,2571
819,975384587,1792
819,975384427,10
819,975384402,21
819,975384446,349
819,975384471,2763
819,975384216,3717
819,975384427,2916
819,975384202,3578
819,975384402,377
819,975384937,1059
819,975384499,380
819,975384723,70
819,975384054,2011
819,975384175,3751
819,975384029,1210
819,975384892,2019
819,975384352,2028
821,975382146,588
821,975382264,3948
821,975382264,3949
821,975382339,3952
821,975382180,2628
821,975382180,261
821,975382339,3865
821,975382180,2135
821,975382293,3880
821,975382293,3893
821,975382264,3896
821,975382264,3897
821,975382146,2524
821,975382180,3509
821,975382293,2769
821,975382146,527
821,975382293,3901
821,975382293,3910
821,975382264,3913
821,975382339,3915
821,975382293,3916
825,975375814,3789
825,975375888,1254
825,975375956,1256
825,975375498,595
825,975376013,903
825,975375888,904
825,975376183,905
825,975375888,910
825,975376114,919
825,975376711,920
825,975375740,923
825,975376013,926
825,975376317,928
825,975376069,1617
825,975375498,945
825,975376069,947
825,975375912,951
825,975376739,955
825,975376183,3095
825,975376263,965
825,975376114,296
825,975375550,3685
825,975376317,1193
825,975375956,2186
825,975375550,858
825,975376263,3152
825,975375550,2359
825,975493642,2501
825,975375888,899
825,975376013,2732
825,975376114,1938
825,975376183,1952
825,975375498,1968
825,975376263,527
825,975375813,1204
825,975375814,1212
825,975376147,1219
825,975376263,1225
825,975376069,1230
825,975376317,2971
825,975376263,1244
825,975376317,1247
826,975373258,3935
826,975373420,581
826,975373226,3944
826,975373226,3948
826,975373457,2064
826,975373636,756
826,975373610,3077
826,975372745,3083
826,975372745,2434
826,975373489,1649
826,975373636,206
826,975373457,246
826,975372745,3624
826,975373548,1111
826,975373489,2859
826,975373587,3677
826,975373420,1147
826,975372818,480
826,975373587,1191
826,975373963,3893
826,975373963,3897
826,975373587,3142
826,975372818,2399
826,975372818,3359
826,975373420,162
826,975373548,1050
826,975372818,1204
826,975373517,549
826,975372818,2021
826,975372745,1221
826,975373963,3910
826,975373339,3911
826,975373339,3915
826,975373339,3920
826,975373294,3923
827,1005006840,593
827,975370416,597
827,1005006884,599
827,1005006884,1293
827,975370440,912
827,1005006840,923
827,1005006784,2455
827,975370416,1302
827,1005006884,1197
827,1005006931,1344
827,975370440,2313
827,1005006840,858
827,975370440,2380
827,1005006784,111
827,1005006912,1953
827,1005006912,1955
827,1005006858,2936
827,1005006840,1206
827,1005006912,1073
827,1005006769,2023
827,1005006840,1221
827,1005006884,1240
831,975363944,1249
831,975363783,3932
831,975363944,1250
831,975363875,1259
831,975363783,593
831,975363920,1282
831,975363920,1284
831,975364071,1286
831,975364535,2231
831,975363875,908
831,975364476,2268
831,975364033,1466
831,975364422,1617
831,975364563,1620
831,975363875,2291
831,975364613,3247
831,975364563,1645
831,975363783,3255
831,975364123,2454
831,975363989,2455
831,975364613,1805
831,975363920,1673
831,975363783,2819
831,975364422,2692
831,975364421,296
831,975363875,2858
831,975364071,1129
831,975364100,3675
831,975364422,608
831,975363989,480
831,975364448,1179
831,975363783,2139
831,975364033,661
831,975363736,2302
831,975364033,2160
831,975363783,1393
831,975364448,866
831,975364198,3173
831,975364008,1580
831,975364535,1729
831,975364535,1589
831,975364476,1732
831,975364448,2391
831,975363966,1965
831,975364497,47
831,975364421,50
831,975363736,55
831,975363966,2791
831,975364579,532
831,975363920,3751
831,975364448,2952
831,975364422,1213
831,975363736,1078
831,975364422,1089
831,975364100,3917
831,975364071,3927
831,975364071,3928
833,975362402,3798
833,975362728,593
833,975362333,1271
833,975363299,266
833,975362402,1882
833,975363517,2688
833,975362259,2840
833,975363807,2858
833,975363779,457
833,975363566,3827
833,975362707,1193
833,975362366,3101
833,975363272,1517
833,975363756,1704
833,975363398,316
833,975362609,318
833,975362488,344
833,975363756,2762
833,975362856,1035
833,975362707,527
833,975362609,2028
834,975362619,3930
834,975362812,1408
834,975362922,1265
834,975363134,2080
834,975363405,1286
834,975363337,2243
834,975362738,916
834,975362763,920
834,975363313,2406
834,975363337,2262
834,975363422,2424
834,975363087,2291
834,975362865,969
834,975363003,3244
834,975363478,3269
834,975362968,1674
834,975363313,2633
834,975362190,260
834,975362231,3498
834,975363442,3684
834,975363337,3699
834,975363313,2100
834,975363086,1307
834,975363047,2130
834,975363313,1339
834,975363194,3108
834,975363194,1393
834,975363478,1569
834,975363313,1721
834,975363313,1722
834,975362231,110
834,975362763,2396
834,975363134,151
834,975362231,3512
834,975363405,3528
834,975363047,1947
834,975362892,17
834,975363313,1959
834,975363047,357
834,975363214,39
834,975363003,2919
834,975363405,509
834,975363231,377
834,975363357,380
834,975363442,2006
834,975362865,1210
834,975362190,2953
834,975362865,2020
834,975363478,1088
834,975362619,3927
835,975361459,3934
835,975361383,1253
835,975361192,1617
835,975361383,2287
835,975361427,2454
835,975361236,2469
835,975361383,3417
835,975361236,2628
835,975361459,2656
835,975361383,2660
835,975361427,2661
835,975361383,2662
835,975361427,2663
835,975361383,2664
835,975361427,2667
835,975361192,2857
835,975361192,2896
835,975361383,1301
835,975361427,1334
835,975361459,3878
835,975361427,2363
835,975361383,3375
835,975361459,1924
835,975361236,185
835,975361383,1019
835,975361427,3923
835,975361459,3780
835,975361192,2047
836,975360283,3798
836,975360516,3799
836,975359943,586
836,975360691,588
836,975360516,3945
836,975359968,1405
836,975360691,594
836,975360646,595
836,975360719,2078
836,975360691,2080
836,975360719,2081
836,975360806,2087
836,975361108,2088
836,975361108,2092
836,975360756,2096
836,975360646,919
836,975360783,783
836,975360868,1489
836,975360336,3239
836,975360140,3408
836,975360400,3273
836,975360283,3298
836,975360359,3299
836,975360601,2657
836,975360117,3624
836,975361108,631
836,975360783,661
836,975359996,1196
836,975360160,3893
836,975361134,829
836,975360658,2300
836,975360828,1380
836,975361132,1381
836,975360377,3301
836,975360691,1566
836,975360806,107
836,975360400,3324
836,975360423,3325
836,975360783,2394
836,975359996,1750
836,975361108,1760
836,975360140,3511
836,975360283,3513
836,975361132,1772
836,975360014,2723
836,975360195,3536
836,975360646,3545
836,975360756,2746
836,975360691,1947
836,975360756,1951
836,975360691,1022
836,975360484,3564
836,975360828,1024
836,975360756,1028
836,975360691,1029
836,975360843,1031
836,975359968,1032
836,975360756,1035
836,975360719,364
836,975360868,48
836,975360783,1057
836,975359996,2797
836,975360516,3754
836,975360868,2017
836,975360459,3901
836,975360691,1220
836,975360719,551
836,975360783,1088
836,975360195,3911
836,975359943,709
837,975359921,1248
837,975360161,2991
837,975359887,1252
837,975360089,589
837,975360161,6
837,975359887,1267
837,975360811,1276
837,975360869,1292
837,975360840,905
837,975360869,910
837,975360869,1446
837,975359921,913
837,975359812,3068
837,975360203,1610
837,975359887,1617
837,975359921,942
837,975360840,3083
837,975360869,2289
837,975360811,955
837,975359646,3095
837,975360893,3417
837,975360203,3418
837,975359887,3435
837,975359812,296
837,975360161,3654
837,975360789,2858
837,975360089,457
837,975359887,3683
837,975360058,1304
837,975359812,1177
837,975359955,1179
837,975360920,1188
837,975359646,3101
837,975360840,2300
837,975359955,2186
837,975360036,1387
837,975360036,858
837,975360750,3307
837,975360161,110
837,975360893,3341
837,975360840,3504
837,975360789,3362
837,975360161,3366
837,975360161,2571
837,975359955,164
837,975359887,2726
837,975359984,1783
837,975359812,318
837,975360920,2599
837,975359675,1961
837,975360920,34
837,975360089,1036
837,975359646,3720
837,975359812,3735
837,975360750,2935
837,975360893,2791
837,975360182,2000
837,975360161,1201
837,975360120,2944
837,975360120,2947
837,975360120,2948
837,975359675,2949
837,975359812,1213
837,975360036,1221
837,975360089,1222
837,975360089,2028
837,975360036,1233
837,975359984,707
837,975360869,1244
841,975356689,2062
841,975357095,3952
841,975356689,2239
841,975356908,3624
841,975356858,3481
841,975356741,1103
841,975356689,1193
841,975357047,3897
841,975356908,3160
841,975356954,3173
841,975356689,2391
841,975356741,144
841,975356908,3510
841,975356908,3512
841,975356954,3513
841,975356954,3515
841,975356741,1911
841,975356954,3534
841,975356954,3535
841,975356954,3555
841,975356908,3578
841,975356858,3751
841,975356908,3753
841,975356858,3755
841,975357128,3901
841,975357095,3916
842,975365824,2987
842,975365824,3798
842,975365541,2997
842,975365619,3408
842,975365541,3285
842,975365791,2485
842,975365573,223
842,975365541,2683
842,975365747,2686
842,975365513,2858
842,975365764,1513
842,975365619,2336
842,975356690,3147
842,975365684,3160
842,975365698,3174
842,975365804,3176
842,975365791,3185
842,975365764,2395
842,975365764,2396
842,975365791,2700
842,975356690,1909
842,975365619,2712
842,975365656,2716
842,975365656,2580
842,975365619,2599
842,975365718,1959
842,975365573,2908
